record_id,pitching_role,pitch_result,innings_pitched,pitches,batters_faced,strikeouts,walks,hit_batters,hits_allowed,singles,doubles,triples,home_runs,runs_allowed,earned_runs,fly_outs,ground_outs,line_outs,stolen_bases_allowed,wild_pitches,balks,remarks
6783,RP,H,1.0,12,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(H, 1)"
6792,RP,H,1.0,11,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"(H, 1)"
6794,CL,S,1.0,10,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"(S, 1)"
6807,RP,H,1.0,16,4,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"(H, 1)"
6811,SP,W,5.0,72,19,4,1,0,3,2,1,0,0,1,1,0,9,2,0,0,0,"(W, 1-0)"
6755,RP,"",1.1,21,5,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,""
6761,SP,"",4.0,69,16,2,4,0,0,0,0,0,0,0,0,3,2,1,0,0,0,""
6773,CL,"",1.0,30,6,1,1,0,2,1,1,0,0,1,1,0,1,0,0,0,0,""
6779,RP,L,2.2,65,15,5,3,0,4,4,0,0,0,3,2,1,2,0,0,0,0,"(L, 0-1)"
6941,RP,"",2.2,30,8,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,""
6944,CL,S,1.0,21,4,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,"(S, 1)"
6969,RP,"",1.0,16,5,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,""
7003,SP,"",3.1,72,18,2,3,0,7,5,2,0,0,5,5,2,3,1,0,0,0,""
7009,RP,W,1.0,11,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"(W, 1-0)"
6836,CL,BS,0.2,21,4,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,"(BS, 1)"
6840,RP,H,1.0,18,5,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,"(H, 1)"
6862,SP,"",5.0,77,17,2,1,0,2,1,1,0,0,0,0,6,5,1,0,0,0,""
6885,RP,"",0.2,26,6,0,1,1,2,2,0,0,0,3,3,0,2,0,1,0,0,""
6886,RP,L,0.1,24,4,0,2,0,1,1,0,0,0,3,2,0,1,0,0,0,0,"(L, 0-1)(H, 3)"
6888,RP,H,1.1,17,5,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,"(H, 3)"
7186,RP,BS,1.1,26,7,1,1,0,2,1,1,0,0,2,2,1,0,2,0,0,0,"(BS, 1)"
7220,RP,H,1.0,10,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"(H, 3)"
7221,SP,"",5.0,61,19,2,0,0,4,3,1,0,0,0,0,4,9,0,0,0,0,""
7226,RP,H,1.1,26,5,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"(H, 3)"
7260,CL,L,0.0,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,"(L, 0-1)"
7046,SP,"",3.2,62,13,3,1,0,1,0,0,0,1,1,1,2,5,1,0,0,0,""
7051,CL,W,2.0,33,7,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,"(W, 1-0)"
7054,RP,"",1.0,21,6,1,1,0,3,3,0,0,0,1,1,0,1,0,0,0,0,""
7065,RP,"",1.0,13,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
7095,RP,"",0.1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
7106,RP,"",1.0,19,6,2,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,""
7403,CL,"",1.0,14,4,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,""
7438,RP,"",0.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
7442,SP,"",4.0,51,15,2,2,0,2,2,0,0,0,1,1,2,4,2,0,0,0,""
7446,RP,"",1.0,14,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,""
7456,RP,H,2.0,43,9,1,0,0,3,2,1,0,0,1,1,1,4,0,0,1,0,"(H, 1)"
7463,RP,BS,0.2,27,6,0,1,0,3,1,0,0,2,2,2,2,0,0,0,0,0,"(BS, 2)"
7289,CL,"",0.2,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
7308,RP,H,1.0,10,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(H, 2)"
7328,RP,"",1.0,27,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,""
7353,RP,BS,0.1,14,5,0,0,0,4,4,0,0,0,1,1,0,0,0,0,0,0,"(BS, 2)"
7358,SP,"",6.0,86,23,4,2,0,6,4,2,0,0,3,3,2,7,2,0,0,0,""
7673,RP,"",1.2,41,9,2,2,0,2,2,0,0,0,2,1,1,1,1,1,0,0,""
7709,CL,"",1.0,15,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,""
7717,SP,"",5.0,65,20,4,0,1,3,2,1,0,0,2,1,5,4,2,0,0,0,""
7718,RP,"",1.1,24,5,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,""
7539,CL,"",1.0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
7567,SP,"",4.1,68,15,3,0,0,2,2,0,0,0,0,0,1,7,2,0,0,0,""
7592,RP,BS,1.2,26,7,2,1,0,1,0,0,0,1,2,2,1,2,0,0,0,0,"(BS, 2)"
7600,RP,H,1.0,23,5,0,2,0,2,2,0,0,0,1,1,0,1,0,1,0,0,"(H, 2)"
7654,RP,BS,1.0,20,5,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2,0,"(BS, 1)"
7887,CL,"",2.0,21,7,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,""
7948,SP,L,5.1,68,20,6,0,0,5,3,2,0,0,1,1,2,6,0,0,0,0,"(L, 0-2)"
8008,RP,"",0.2,10,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,""
7776,SP,W,4.0,76,15,6,3,0,1,1,0,0,0,0,0,0,4,1,1,0,0,"(W, 1-1)"
7829,CL,S,2.0,27,7,3,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,"(S, 1)"
7846,RP,H,1.0,10,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(H, 1)"
7851,RP,H,1.0,14,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"(H, 1)"
7862,RP,H,1.0,11,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"(H, 2)"
8144,RP,"",0.1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
8173,CL,"",4.0,70,21,2,2,0,7,2,4,0,1,5,5,3,4,1,1,1,0,""
8228,SP,L,3.2,62,16,3,0,0,6,5,0,0,1,4,4,1,3,0,0,0,0,"(L, 0-2)"
8023,SP,W,5.0,64,20,4,1,0,5,4,0,0,1,3,3,4,2,3,0,0,0,"(W, 1-0)"
8094,RP,H,1.0,12,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"(H, 3)"
8116,CL,"",1.0,19,5,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,""
8128,RP,"",1.0,12,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,""
8138,RP,"",1.0,21,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,""
8375,SP,W,5.0,91,22,6,0,0,6,4,2,0,0,3,2,3,5,0,0,1,0,"(W, 2-0)"
8380,CL,S,2.0,30,7,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"(S, 2)"
8401,RP,H,1.0,12,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"(H, 1)"
8434,RP,H,1.0,6,4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,"(H, 3)"
8293,RP,L,3.1,70,19,4,4,0,4,4,0,0,0,4,2,3,3,1,3,1,0,"(L, 0-1)"
8328,RP,"",2.0,25,9,2,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,""
8339,SP,"",1.0,13,4,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,""
8340,RP,"",1.2,30,6,3,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,""
8367,CL,"",1.0,13,5,2,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,""
8623,RP,"",1.1,42,9,1,1,0,4,3,1,0,0,2,2,0,3,0,2,1,0,""
8628,SP,L,3.0,61,15,3,2,0,4,0,1,0,3,5,5,3,1,0,1,0,0,"(L, 0-1)"
8629,RP,"",0.1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,""
8673,CL,"",1.0,14,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,""
8674,RP,"",1.0,11,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,""
8682,RP,"",0.1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,""
8688,RP,"",1.0,20,4,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,""
8475,RP,"",1.0,15,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
8560,SP,W,5.0,82,18,6,3,0,0,0,0,0,0,0,0,1,7,1,0,0,0,"(W, 2-1)"
8565,RP,"",1.0,19,6,1,0,0,3,3,0,0,0,1,1,1,0,1,0,1,0,""
8569,CL,"",1.0,22,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
8583,RP,"",1.0,21,5,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,""
8848,RP,"",1.0,24,5,0,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,""
8869,RP,"",0.1,24,4,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,""
8885,RP,"",1.2,20,5,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,""
8903,SP,L,3.1,66,18,3,1,0,7,7,0,0,0,2,2,3,4,0,0,1,0,"(L, 0-1)"
8928,CL,"",0.2,8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
8939,RP,"",1.0,25,5,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,""
8727,RP,H,1.0,20,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(H, 1)"
8754,SP,W,5.0,74,18,2,0,0,2,2,0,0,0,1,0,4,9,1,0,1,0,"(W, 2-0)"
8775,RP,H,1.0,21,4,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,"(H, 3)"
8794,RP,H,1.0,18,5,2,0,0,3,1,2,0,0,1,1,0,0,0,0,0,0,"(H, 3)"
8795,CL,S,1.0,18,5,0,1,0,2,2,0,0,0,1,1,0,2,0,0,2,0,"(S, 1)"
9126,SP,L,4.0,79,19,2,6,0,2,1,1,0,0,4,4,1,5,0,0,0,1,"(L, 0-4)"
9161,CL,"",1.0,11,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
9181,RP,"",0.1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
9187,RP,"",1.2,28,9,2,0,0,4,1,1,1,1,3,3,1,1,0,0,0,0,""
9202,RP,"",1.0,19,5,2,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,""
8950,CL,"",0.1,8,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,""
8997,SP,W,5.0,69,18,6,2,0,2,0,0,0,2,2,2,3,3,1,0,0,0,"(W, 3-1)"
9056,RP,H,3.2,45,14,4,0,0,3,2,0,0,1,1,1,3,2,2,0,0,0,"(H, 2)"
9351,CL,"",2.0,18,6,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,""
9359,RP,"",2.0,27,7,1,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,""
9383,RP,"",2.0,33,8,2,0,0,2,1,1,0,0,0,0,0,3,1,1,0,0,""
9410,SP,L,2.0,48,11,5,1,1,3,2,0,1,0,3,2,0,1,0,0,0,0,"(L, 1-1)"
9229,SP,W,3.2,73,15,7,2,0,2,1,1,0,0,0,0,1,2,1,0,0,0,"(W, 2-2)"
9245,RP,H,1.1,18,6,0,2,0,2,2,0,0,0,1,1,0,1,1,0,0,0,"(H, 1)"
9251,RP,H,1.0,14,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"(H, 4)"
9261,RP,H,1.0,21,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"(H, 3)"
9263,RP,H,1.0,12,4,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,"(H, 1)"
9290,CL,S,1.0,25,5,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"(S, 1)"
9454,CL,S,1.0,23,5,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"(S, 1)"
9465,RP,W,2.0,30,7,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,"(W, 1-0)"
9471,RP,H,1.0,21,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"(H, 1)"
9472,RP,"",1.0,19,5,1,0,0,2,1,1,0,0,1,1,2,0,0,0,0,0,""
9474,RP,"",1.0,25,6,2,1,0,2,2,0,0,0,1,1,1,0,0,0,0,0,""
9475,SP,"",3.0,56,14,3,5,0,1,1,0,0,0,1,1,2,1,2,2,0,0,""
9423,RP,"",1.0,15,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,""
9426,RP,"",1.0,13,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
9440,CL,"",1.0,16,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,""
9442,RP,"",1.0,17,4,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,""
9444,RP,"",1.0,17,5,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,""
9447,SP,L,4.0,67,17,5,1,0,5,1,2,0,2,5,5,1,3,1,0,0,0,"(L, 0-1)"
9623,RP,L,1.0,17,6,0,1,0,3,3,0,0,0,2,2,0,1,1,0,0,0,"(L, 1-1)(BS, 1)"
9651,SP,"",4.2,83,20,4,2,0,4,2,0,1,1,2,2,2,6,0,1,0,0,""
9700,CL,"",1.0,23,6,1,1,0,2,1,1,0,0,2,2,0,1,1,0,1,0,""
9701,RP,H,1.1,25,6,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,"(H, 2)"
9496,RP,W,1.0,14,4,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,"(W, 1-1)"
9501,RP,"",2.0,31,6,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,""
9537,CL,S,1.0,21,5,0,0,0,2,1,1,0,0,1,1,1,2,0,0,0,0,"(S, 1)"
9557,SP,"",4.0,73,20,1,2,0,6,2,3,0,1,3,3,2,8,1,0,0,0,""
9584,RP,H,1.0,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(H, 2)"
9823,RP,"",0.2,14,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
9896,RP,"",0.2,15,4,0,0,0,2,0,2,0,0,1,1,2,0,0,0,0,0,""
9900,CL,"",1.0,14,4,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,""
9923,SP,L,5.2,92,30,4,2,1,10,8,0,0,2,6,6,2,7,2,0,0,0,"(L, 0-1)"
9708,CL,"",1.0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
9709,SP,W,6.0,85,22,2,1,0,4,2,1,1,0,1,1,5,10,0,0,1,0,"(W, 2-0)"
9726,RP,"",1.0,17,4,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,""
9809,RP,"",1.0,19,5,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,""
10059,RP,"",1.0,24,6,2,0,0,3,0,3,0,0,2,2,0,1,0,0,0,0,""
10076,SP,L,4.1,64,19,2,0,0,6,4,0,0,2,3,3,4,2,2,0,0,0,"(L, 0-3)"
10094,RP,"",0.2,14,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,""
10123,CL,"",1.0,9,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,""
10161,RP,"",1.0,17,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
9954,SP,W,6.0,86,25,5,0,0,8,5,2,1,0,2,2,0,9,1,1,0,0,"(W, 1-1)"
9985,RP,H,1.0,16,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"(H, 1)"
9996,CL,S,1.0,11,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"(S, 1)"
10029,RP,H,1.0,12,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(H, 3)"
10283,RP,"",0.2,27,6,0,2,0,2,1,1,0,0,3,3,1,0,0,0,0,0,""
10362,RP,H,3.0,69,15,2,4,0,4,3,0,0,1,4,4,1,4,0,0,0,0,"(H, 1)"
10394,SP,W,3.0,64,12,3,2,1,1,1,0,0,0,0,0,1,3,1,0,0,0,"(W, 2-1)"
10402,CL,S,1.0,25,6,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,"(S, 1)"
10420,RP,H,1.1,20,5,1,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,"(H, 1)"
10233,RP,"",1.0,12,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,""
10246,SP,L,3.2,83,22,1,2,0,9,5,1,0,3,6,6,2,5,2,0,0,0,"(L, 1-1)"
10254,RP,"",1.0,20,5,1,1,0,1,0,0,0,1,2,2,0,1,1,0,0,0,""
10257,RP,"",0.1,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,""
10267,RP,"",2.0,32,7,3,0,0,1,0,1,0,0,1,1,0,3,0,0,0,0,""
10280,CL,"",1.0,15,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,""
10593,SP,"",4.0,83,19,3,2,0,6,4,2,0,0,3,3,2,4,1,1,0,0,""
10598,RP,W,1.0,14,3,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"(W, 1-0)"
10604,RP,"",1.1,16,5,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,""
10620,CL,"",2.0,27,6,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,""
10622,RP,"",0.1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
10661,RP,"",0.1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,""
10470,RP,BS,0.2,16,4,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,0,"(BS, 1)"
10501,RP,"",1.0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
10518,CL,"",1.0,15,5,1,0,1,1,1,0,0,0,1,0,2,0,0,1,0,0,""
10519,RP,"",0.1,5,3,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,""
10525,RP,"",1.0,13,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,""
10564,SP,"",4.1,80,18,5,2,0,3,1,1,0,1,3,3,4,3,0,1,0,0,""
10566,RP,L,0.2,25,5,0,2,0,1,1,0,0,0,3,1,1,1,0,0,0,0,"(L, 0-1)"
10832,RP,L,0.2,30,5,2,1,0,2,2,0,0,0,3,3,0,0,0,0,0,0,"(L, 0-1)(H, 2)"
10838,CL,BS,0.1,14,3,0,0,0,2,1,0,0,1,2,2,0,0,1,0,0,0,"(BS, 1)"
10935,SP,"",4.2,78,19,6,1,0,4,3,1,0,0,1,1,2,3,1,0,0,0,""
10942,RP,"",2.1,33,9,1,0,0,2,2,0,0,0,0,0,2,3,0,0,0,0,""
10687,RP,W,2.1,29,10,2,0,0,4,2,1,0,1,2,2,0,3,0,0,0,0,"(W, 1-0)"
10706,CL,"",0.2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
10737,SP,"",6.0,74,21,3,0,0,6,5,0,1,0,1,1,4,4,3,1,0,0,""
11103,SP,L,2.2,45,11,2,1,0,2,2,0,0,0,1,1,1,4,1,0,0,0,"(L, 0-2)"
11108,CL,"",2.0,23,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,""
11135,RP,"",1.1,12,5,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,""
11156,RP,"",2.0,36,9,2,2,0,1,1,0,0,0,0,0,0,1,3,2,1,0,""
10995,RP,H,1.0,19,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"(H, 2)"
11001,CL,S,1.0,11,4,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,"(S, 2)"
11012,RP,H,1.0,22,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"(H, 2)"
11021,RP,H,2.0,35,9,3,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,"(H, 2)"
11047,SP,"",2.2,40,11,2,1,0,3,3,0,0,0,0,0,2,3,0,0,0,0,""
11060,RP,H,1.0,12,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"(H, 2)"
11063,RP,W,0.1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(W, 1-1)"
11314,RP,"",1.0,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,""
11353,RP,"",1.0,15,4,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,""
11366,SP,L,4.0,57,15,3,2,0,4,3,0,0,1,2,2,1,5,0,0,0,0,"(L, 1-1)"
11381,CL,"",1.0,19,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
11408,RP,"",1.0,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
11195,CL,S,1.0,15,4,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,"(S, 1)"
11211,RP,H,1.0,21,5,1,0,0,2,2,0,0,0,1,1,0,2,0,2,0,0,"(H, 2)"
11213,RP,H,1.0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"(H, 3)"
11221,RP,H,1.0,15,4,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,"(H, 1)"
11237,RP,H,1.0,15,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(H, 2)"
11260,SP,W,4.0,66,17,4,1,0,4,2,1,0,1,1,1,1,4,3,0,0,0,"(W, 1-2)"
11582,SP,"",4.0,58,16,2,1,1,3,3,0,0,0,0,0,2,4,1,0,1,0,""
11625,RP,"",1.0,11,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
11652,RP,"",1.0,21,6,1,0,0,3,2,1,0,0,1,1,2,0,0,0,0,0,""
11663,CL,L,1.0,25,6,1,1,0,2,0,1,0,1,3,3,0,0,1,0,0,0,"(L, 0-1)(BS, 1)"
11676,RP,H,1.0,23,5,1,1,0,1,1,0,0,0,1,1,1,1,0,1,2,0,"(H, 1)"
11444,RP,"",1.0,11,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,""
11482,RP,"",1.0,18,5,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,""
11497,CL,S,1.0,16,5,0,1,0,1,0,0,1,0,0,0,1,2,0,0,0,0,"(S, 1)"
11500,RP,W,1.0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"(W, 1-1)"
11526,SP,"",4.0,72,17,3,1,0,4,2,2,0,0,4,3,3,4,2,0,1,0,""
11530,RP,"",1.0,21,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,""
11790,RP,"",0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
11843,SP,W,5.0,75,21,4,3,0,2,2,0,0,0,0,0,4,8,0,0,0,0,"(W, 2-1)"
11847,RP,"",1.0,9,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
11879,RP,"",1.0,22,5,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,""
11898,RP,"",0.2,22,6,2,1,0,2,1,0,0,1,2,2,0,1,0,0,0,0,""
11907,CL,"",1.0,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
11690,RP,"",1.2,47,10,2,2,0,2,0,2,0,0,3,2,1,3,0,0,0,0,""
11691,SP,L,3.2,67,18,3,3,0,4,2,1,1,0,3,3,2,4,0,0,1,0,"(L, 1-2)"
11694,RP,"",1.0,15,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,""
11706,RP,"",0.1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
11734,RP,"",0.1,9,2,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,""
11752,CL,"",2.0,28,10,1,1,0,4,3,1,0,0,1,1,0,1,1,0,1,0,""
12072,SP,W,6.0,78,19,10,1,0,2,2,0,0,0,0,0,0,4,1,0,0,0,"(W, 1-0)"
12135,CL,S,0.2,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(S, 1)"
12139,RP,H,2.1,42,10,2,1,0,3,2,1,0,0,0,0,1,2,0,0,0,0,"(H, 2)"
11918,SP,"",5.0,54,18,3,1,1,2,2,0,0,0,0,0,2,8,1,0,0,0,""
11949,RP,"",1.0,22,5,1,0,0,2,2,0,0,0,1,1,1,1,0,1,0,0,""
12007,CL,"",1.0,15,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,""
12017,RP,L,0.1,22,4,1,1,0,1,0,0,0,1,2,1,0,1,0,0,1,0,"(L, 0-2)"
12042,RP,"",1.0,12,5,1,0,0,2,1,0,0,1,1,1,0,1,1,0,0,0,""
12045,RP,"",0.2,11,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,""
12288,RP,"",0.1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,""
12289,CL,S,1.0,13,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"(S, 2)"
12304,RP,"",1.0,25,5,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,""
12340,RP,W,1.0,12,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(W, 1-0)"
12359,SP,"",5.2,63,20,3,0,0,3,1,1,0,1,1,1,2,10,1,0,0,0,""
12208,RP,"",1.0,10,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,""
12219,RP,"",1.0,10,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,""
12229,RP,"",1.0,22,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,""
12243,CL,L,1.0,28,6,2,0,0,3,2,1,0,0,2,2,0,1,0,0,0,0,"(L, 0-2)"
12246,SP,"",5.0,80,19,8,2,0,2,1,0,0,1,1,1,2,3,1,0,0,0,""
12464,RP,"",1.0,15,4,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,""
12469,RP,"",1.0,16,4,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,""
12478,RP,"",1.2,49,11,2,2,0,4,2,1,0,1,5,5,1,2,0,0,0,0,""
12491,SP,L,3.0,38,12,1,0,0,3,2,1,0,0,1,1,5,2,0,0,0,0,"(L, 1-1)"
12501,CL,"",1.0,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
12516,RP,"",0.1,13,3,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,""
12394,SP,"",1.0,15,4,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,""
12405,RP,"",0.2,11,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,""
12407,RP,W,1.0,13,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"(W, 1-0)"
